Location,Time,Temperature_C,Humidity_Percent,Pressure_hPa
Mumbai,2025-01-09 04:00:00,25.0,41.44882875278398,
Mumbai,2025-01-09 05:00:00,27.0,34.448362072935296,
Mumbai,2025-01-09 06:00:00,29.4,37.24996780661884,1014.1
Mumbai,2025-01-09 07:00:00,30.0,30.932516901773045,
Mumbai,2025-01-09 08:00:00,31.0,29.211402312476043,
Mumbai,2025-01-09 09:00:00,33.0,39.47490249086487,1010.6
Mumbai,2025-01-09 10:00:00,32.0,24.1412924100428,
Mumbai,2025-01-09 11:00:00,30.0,35.28720543774307,
Mumbai,2025-01-09 12:00:00,29.2,50.591568433033885,1010.6
Mumbai,2025-01-09 13:00:00,27.0,54.33441603408858,
Mumbai,2025-01-09 14:00:00,26.0,61.38851998965914,
Mumbai,2025-01-09 15:00:00,25.4,72.96297423706713,1013.1
Mumbai,2025-01-09 16:00:00,26.0,57.63433267904622,
Mumbai,2025-01-09 17:00:00,25.0,65.14551045571683,
Mumbai,2025-01-09 18:00:00,22.2,77.11730791149994,1014.2
Mumbai,2025-01-09 19:00:00,26.0,41.72804915823505,
Mumbai,2025-01-09 20:00:00,25.0,47.2840066651506,
Mumbai,2025-01-09 21:00:00,19.8,77.73604009831854,1012.4
Mumbai,2025-01-09 22:00:00,24.0,44.00507855867109,
Mumbai,2025-01-09 23:00:00,24.0,44.00507855867109,
Mumbai,2025-01-10 00:00:00,18.6,77.05578821552338,1012.1
Mumbai,2025-01-10 01:00:00,23.0,49.934634256058565,
Mumbai,2025-01-10 02:00:00,22.0,56.659698507038094,
Mumbai,2025-01-10 03:00:00,18.4,78.53229749671034,1014.5
Mumbai,2025-01-10 04:00:00,26.0,39.05844369993647,
Mumbai,2025-01-10 05:00:00,26.0,36.540530015343805,
Mumbai,2025-01-10 06:00:00,29.6,44.109451071360205,1015.8
Mumbai,2025-01-10 07:00:00,29.0,32.76882733104996,
Mumbai,2025-01-10 08:00:00,31.0,31.20797236675265,
